contract_id,customer_id,vehicle_model,dealer_region,credit_score,amount_financed,monthly_payment,days_past_due,contract_date
CON-002919,CUST-00794,E-Class Sedan,Pacific,818.0,56392.75,1468.78,0,2024-11-17
CON-002920,CUST-00328,C-Class Sedan,Pacific,647.0,65195.02,526.62,0,2024-12-06
CON-002921,CUST-00816,E-Class Sedan,Southwest,611.0,48086.68,1319.31,0,2024-10-31
CON-002922,CUST-00450,GLS Luxury SUV,Southwest,702.0,93711.45,1067.54,0,2024-01-08
CON-002923,CUST-00454,S-Class Luxury,Northeast,601.0,116616.02,1093.62,0,2024-07-25
CON-002924,CUST-00924,S-Class Luxury,Southwest,734.0,89480.94,1563.88,0,2025-02-14
CON-002925,CUST-00629,C-Class Sedan,Southeast,,87451.51,1211.89,0,2024-09-14
CON-002926,CUST-00221,EQE Electric,Midwest,694.0,82046.64,1651.31,0,2025-10-12
CON-002927,CUST-00154,S-Class Luxury,Southeast,799.0,"$42,518.74 USD",1426.65,0,2024-02-15
CON-002928,CUST-00665,C-Class Sedan,Southwest,809.0,97007.83,1218.69,0,2024-05-05
CON-002929,CUST-00012,C-Class Sedan,Pacific,831.0,"$86,174.21 USD",1480.9,0,2024-01-21
CON-002930,CUST-00133,E-Class Sedan,Southeast,828.0,91225.53,549.85,0,2024-06-18
CON-002931,CUST-00994,S-Class Luxury,Pacific,588.0,111398.94,535.21,0,2025-06-27
CON-002932,CUST-00304,C-Class Sedan,Southeast,613.0,101636.67,608.35,0,2025-02-19
CON-002933,CUST-00293,E-Class Sedan,Pacific,807.0,101377.8,1068.83,15,2025-03-30
CON-002934,CUST-00975,GLE SUV,Southeast,652.0,113810.62,806.09,0,2025-10-23
CON-002935,CUST-00300,E-Class Sedan,Pacific,791.0,119144.47,1779.54,0,2024-07-24
CON-002936,CUST-00740,E-Class Sedan,Midwest,,84409.03,1204.98,0,2024-11-28
CON-002937,CUST-00783,C-Class Sedan,Northeast,637.0,44254.94,1361.14,0,2024-01-21
CON-002938,CUST-00043,GLS Luxury SUV,Southeast,799.0,74026.04,862.47,0,2025-10-11
CON-002939,CUST-00944,GLS Luxury SUV,Midwest,828.0,101946.1,918.34,0,2024-03-05
CON-002940,CUST-00343,EQE Electric,Northeast,595.0,37356.65,936.1,45,2025-07-30
CON-002941,CUST-00326,GLS Luxury SUV,Southeast,654.0,"$39,835.43 USD",1408.36,0,2024-03-28
CON-002942,CUST-00814,E-Class Sedan,Midwest,685.0,40708.41,1115.82,0,2025-04-23
CON-002943,CUST-00498,EQE Electric,Midwest,715.0,97138.04,1172.99,0,2024-02-12
CON-002944,CUST-00364,C-Class Sedan,Midwest,653.0,77599.16,1269.6,15,2024-05-20
CON-002945,CUST-00891,S-Class Luxury,Southwest,833.0,66356.33,1499.46,0,2025-01-08
CON-002946,CUST-00427,E-Class Sedan,Pacific,597.0,43977.45,617.48,0,2025-05-30
CON-002947,CUST-00021,E-Class Sedan,Northeast,622.0,97240.42,1509.94,30,2025-05-14
CON-002948,CUST-00407,EQE Electric,Pacific,629.0,62286.68,1232.21,0,2024-10-05
CON-002949,CUST-00619,C-Class Sedan,Pacific,582.0,57552.55,1369.82,0,2024-11-21
CON-002950,CUST-00336,GLE SUV,Pacific,811.0,90447.13,925.82,0,2025-02-21
CON-002951,CUST-00815,E-Class Sedan,Midwest,798.0,82515.93,1032.2,0,2025-07-06
CON-002952,CUST-00117,GLE SUV,Pacific,638.0,65804.9,800.52,15,2025-08-24
CON-002953,CUST-00124,GLE SUV,Southwest,643.0,89526.44,1773.09,15,2024-11-03
CON-002954,CUST-00399,GLS Luxury SUV,Southeast,649.0,58053.83,1146.1,60,2025-10-18
CON-002955,CUST-00793,C-Class Sedan,Midwest,721.0,102560.57,1794.9,0,2024-11-02
CON-002956,CUST-00804,GLE SUV,Northeast,781.0,54492.11,1136.72,0,2025-04-14
CON-002957,CUST-00715,C-Class Sedan,Southeast,786.0,48501.2,785.68,0,2024-07-02
CON-002958,CUST-00051,GLS Luxury SUV,Southeast,800.0,101507.35,1159.69,0,2025-09-22
CON-002959,CUST-00783,C-Class Sedan,Southeast,825.0,95170.82,551.47,0,2025-09-16
CON-002960,CUST-00324,E-Class Sedan,Pacific,660.0,50524.31,1676.2,0,2024-10-17
CON-002961,CUST-00789,GLE SUV,Pacific,830.0,44880.89,1564.12,0,2024-09-05
CON-002962,CUST-00141,C-Class Sedan,Midwest,630.0,106263.92,1443.57,30,2024-11-19
CON-002963,CUST-00470,S-Class Luxury,Pacific,783.0,101010.87,1292.77,0,2025-03-18
CON-002964,CUST-00787,C-Class Sedan,Pacific,604.0,62816.88,1253.78,0,2025-08-26
CON-002965,CUST-00802,GLE SUV,Pacific,620.0,90946.78,1795.75,0,2024-02-28
CON-002966,CUST-00334,GLS Luxury SUV,Midwest,648.0,45553.62,861.4,0,2024-09-25
CON-002967,CUST-00893,GLS Luxury SUV,Midwest,583.0,78099.05,1513.59,0,2024-11-13
CON-002968,CUST-00964,GLE SUV,Southwest,819.0,36592.07,1255.83,15,2024-04-03
CON-002969,CUST-00373,E-Class Sedan,Southwest,610.0,68286.16,1768.64,0,2024-09-10
CON-002970,CUST-00564,E-Class Sedan,Southwest,696.0,41361.64,1576.14,0,2025-11-17
CON-002971,CUST-00494,GLS Luxury SUV,Southwest,774.0,75387.51,1798.08,0,2025-04-04
CON-002972,CUST-00539,GLS Luxury SUV,Southeast,669.0,70842.94,1264.82,0,2025-05-29
CON-002973,CUST-00669,GLE SUV,Southeast,,72772.73,765.91,0,2025-06-16
CON-002974,CUST-00751,E-Class Sedan,Southwest,724.0,38853.16,1154.79,0,2024-04-13
CON-002975,CUST-00156,GLS Luxury SUV,Southwest,781.0,65737.39,1424.44,0,2025-02-05
CON-002976,CUST-00291,E-Class Sedan,Northeast,782.0,99301.13,1506.67,0,2024-11-28
CON-002977,CUST-00648,GLS Luxury SUV,Southeast,603.0,66357.72,500.66,0,2025-12-21
CON-002978,CUST-00144,C-Class Sedan,Northeast,684.0,95789.62,1156.54,0,2025-08-30
CON-002979,CUST-00106,S-Class Luxury,Northeast,,66405.69,805.8,0,2024-04-02
CON-002980,CUST-00420,EQE Electric,Pacific,594.0,70975.35,1637.39,0,2025-07-10
CON-002981,CUST-00670,C-Class Sedan,Midwest,664.0,82930.83,698.78,0,2025-07-27
CON-002982,CUST-00658,EQE Electric,Southeast,776.0,115807.96,1366.39,0,2025-06-25
CON-002983,CUST-00002,GLS Luxury SUV,Southwest,814.0,44253.14,845.88,0,2025-03-12
CON-002984,CUST-00945,S-Class Luxury,Southwest,842.0,37797.67,963.5,0,2024-01-10
CON-002985,CUST-00589,S-Class Luxury,Midwest,585.0,86676.36,1722.73,0,2025-03-31
CON-002986,CUST-00644,GLS Luxury SUV,Southeast,637.0,"$115,673.25 USD",812.58,0,2025-02-18
CON-002987,CUST-00090,GLS Luxury SUV,Southwest,724.0,119126.47,623.5,0,2025-06-01
CON-002988,CUST-00345,E-Class Sedan,Southwest,621.0,76153.96,590.07,0,2025-01-09
CON-002989,CUST-00350,GLS Luxury SUV,Pacific,779.0,74786.94,1156.0,0,2025-06-14
CON-002990,CUST-00459,GLE SUV,Northeast,753.0,89821.92,1334.22,0,2025-06-07
CON-002991,CUST-00263,GLS Luxury SUV,Southwest,674.0,82228.95,925.48,0,2025-01-07
CON-002992,CUST-00351,GLE SUV,Southeast,796.0,88897.48,1397.34,0,2025-12-04
CON-002993,CUST-00108,GLS Luxury SUV,Midwest,,109289.95,579.34,0,2025-09-06
CON-002994,CUST-00586,E-Class Sedan,Pacific,759.0,98436.02,1614.54,0,2025-03-14
CON-002995,CUST-00039,GLE SUV,Southeast,742.0,77234.58,1561.54,0,2024-07-13
CON-002996,CUST-00909,C-Class Sedan,Pacific,698.0,"$74,258.48 USD",1781.15,30,2024-09-21
CON-002997,CUST-00159,GLE SUV,Northeast,807.0,89366.15,1717.46,0,2025-05-21
CON-002998,CUST-00583,E-Class Sedan,Southwest,724.0,73735.03,963.06,0,2025-10-07
CON-002999,CUST-00959,EQE Electric,Southeast,721.0,73911.24,1019.06,0,2025-03-01
CON-003000,CUST-00312,GLE SUV,Midwest,701.0,36386.0,1469.75,0,2025-11-19
CON-003001,CUST-00241,GLS Luxury SUV,Northeast,805.0,49795.45,674.31,0,2024-04-08
CON-003002,CUST-00938,GLS Luxury SUV,Northeast,836.0,76523.66,908.22,0,2024-01-30
CON-003003,CUST-00445,EQE Electric,Pacific,744.0,104925.54,654.1,15,2024-10-17
CON-003004,CUST-00298,E-Class Sedan,Northeast,800.0,58691.8,1091.35,0,2025-07-28
CON-003005,CUST-00952,S-Class Luxury,Southeast,648.0,79424.69,1217.61,0,2025-05-01
CON-003006,CUST-00036,GLS Luxury SUV,Pacific,803.0,64321.78,774.51,0,2025-02-09
CON-003007,CUST-00084,C-Class Sedan,Northeast,703.0,43908.34,534.62,0,2024-01-28
CON-003008,CUST-00452,E-Class Sedan,Midwest,591.0,116455.37,1435.16,0,2024-05-25
CON-003009,CUST-00886,GLE SUV,Southeast,631.0,107647.28,526.01,0,2024-10-14
CON-003010,CUST-00775,GLE SUV,Midwest,708.0,41671.86,1765.42,0,2025-08-03
CON-003011,CUST-00822,C-Class Sedan,Midwest,714.0,96181.92,788.09,0,2024-09-08
CON-003012,CUST-00385,GLS Luxury SUV,Pacific,724.0,64544.29,1363.07,0,2024-06-10
CON-003013,CUST-00172,E-Class Sedan,Southwest,706.0,119562.23,1065.18,0,2024-04-19
CON-003014,CUST-00376,C-Class Sedan,Pacific,805.0,60703.87,577.58,0,2025-10-05
CON-003015,CUST-00685,GLS Luxury SUV,Southeast,650.0,55292.77,1113.84,0,2025-02-01
CON-003016,CUST-00362,E-Class Sedan,Southeast,766.0,83270.7,1171.79,0,2024-09-27
CON-003017,CUST-00559,GLE SUV,Pacific,582.0,105985.72,1611.09,0,2024-07-06
CON-003018,CUST-00891,E-Class Sedan,Southwest,601.0,"$51,364.10 USD",1452.05,0,2025-06-15
CON-003019,CUST-00141,EQE Electric,Pacific,745.0,95299.24,603.09,0,2024-10-02
CON-003020,CUST-00887,S-Class Luxury,Southeast,825.0,40219.56,771.91,0,2025-11-19
CON-003021,CUST-00918,E-Class Sedan,Southwest,813.0,113109.45,905.45,0,2025-09-02
CON-003022,CUST-00118,S-Class Luxury,Southeast,737.0,41891.37,651.33,30,2024-09-03
CON-003023,CUST-00277,E-Class Sedan,Southwest,730.0,112709.67,1093.97,0,2024-11-19
CON-003024,CUST-00726,S-Class Luxury,Southwest,792.0,"$76,718.62 USD",1779.6,0,2024-01-18
CON-003025,CUST-00220,EQE Electric,Pacific,797.0,73087.74,1169.0,0,2025-02-11
CON-003026,CUST-00905,GLE SUV,Pacific,825.0,117731.1,1464.45,0,2025-02-14
CON-003027,CUST-00026,GLS Luxury SUV,Pacific,730.0,119182.66,1387.82,0,2024-05-04
CON-003028,CUST-00521,S-Class Luxury,Southwest,775.0,90265.14,1604.88,0,2024-11-15
CON-003029,CUST-00783,EQE Electric,Southwest,600.0,45805.14,780.44,0,2024-06-01
CON-003030,CUST-00010,S-Class Luxury,Southeast,836.0,78024.46,1479.97,0,2025-08-03
CON-003031,CUST-00984,GLE SUV,Midwest,596.0,79978.86,1645.76,0,2025-10-19
CON-003032,CUST-00378,S-Class Luxury,Pacific,630.0,78727.95,722.96,0,2025-07-10
CON-003033,CUST-00633,EQE Electric,Southeast,849.0,83406.81,950.84,0,2024-01-20
CON-003034,CUST-00637,EQE Electric,Southeast,662.0,36591.6,1761.13,0,2024-09-03
CON-003035,CUST-00682,C-Class Sedan,Northeast,703.0,95454.32,1515.02,0,2025-01-24
CON-003036,CUST-00584,GLE SUV,Pacific,841.0,95553.52,867.37,0,2024-12-12
CON-003037,CUST-00152,C-Class Sedan,Southeast,628.0,44814.93,1233.12,0,2025-04-20
CON-003038,CUST-00720,GLE SUV,Northeast,585.0,83470.35,1025.62,15,2024-07-21
CON-003039,CUST-00049,S-Class Luxury,Pacific,696.0,83310.7,1136.95,0,2024-01-09
CON-003040,CUST-00154,EQE Electric,Southwest,697.0,"$93,008.29 USD",961.72,0,2025-11-22
CON-003041,CUST-00859,C-Class Sedan,Northeast,842.0,42258.8,863.13,0,2025-10-29
CON-003042,CUST-00293,S-Class Luxury,Southwest,708.0,88252.78,1377.19,0,2025-06-14
CON-003043,CUST-00580,EQE Electric,Midwest,750.0,58863.92,1512.1,0,2024-04-12
CON-003044,CUST-00050,GLE SUV,Midwest,606.0,78095.25,1636.14,0,2024-09-02
CON-003045,CUST-00664,EQE Electric,Midwest,778.0,100732.5,701.93,0,2025-08-19
CON-003046,CUST-00531,S-Class Luxury,Midwest,676.0,94979.9,1569.71,0,2024-11-14
CON-003047,CUST-00612,C-Class Sedan,Southeast,596.0,45106.76,831.24,15,2024-12-16
CON-003048,CUST-00060,C-Class Sedan,Midwest,752.0,85250.71,1055.54,0,2024-08-21
CON-003049,CUST-00167,EQE Electric,Southeast,680.0,117374.91,1671.88,0,2025-10-08
CON-003050,CUST-00202,S-Class Luxury,Southeast,765.0,48325.4,1090.85,0,2024-02-06
CON-003051,CUST-00857,E-Class Sedan,Pacific,763.0,107497.1,756.18,0,2024-12-10
CON-003052,CUST-00146,GLE SUV,Southeast,794.0,94716.59,707.83,0,2025-08-26
CON-003053,CUST-00915,GLE SUV,Southeast,830.0,100790.28,1114.88,0,2024-10-18
CON-003054,CUST-00676,S-Class Luxury,Midwest,795.0,58966.46,1491.47,0,2024-01-17
CON-003055,CUST-00970,E-Class Sedan,Southeast,608.0,59470.56,1796.37,0,2024-03-30
CON-003056,CUST-00993,C-Class Sedan,Southwest,681.0,112011.65,1523.63,0,2024-12-13
CON-003057,CUST-00439,GLS Luxury SUV,Midwest,702.0,65585.72,1640.12,0,2025-11-07
CON-003058,CUST-00242,GLS Luxury SUV,Northeast,633.0,40356.31,1472.18,0,2025-03-19
CON-003059,CUST-00581,S-Class Luxury,Midwest,681.0,86050.72,1664.07,0,2024-09-09
CON-003060,CUST-00687,E-Class Sedan,Southeast,,45609.5,599.18,30,2025-08-15
CON-003061,CUST-00561,E-Class Sedan,Southwest,683.0,102710.68,1708.91,0,2024-07-02
CON-003062,CUST-00483,GLE SUV,Midwest,624.0,89548.45,1015.33,0,2024-10-16
CON-003063,CUST-00108,C-Class Sedan,Southwest,693.0,109351.75,1698.1,0,2024-08-02
CON-003064,CUST-00226,EQE Electric,Northeast,610.0,101711.17,598.45,0,2024-06-06
CON-003065,CUST-00673,E-Class Sedan,Northeast,743.0,44529.66,1429.82,45,2025-11-21
CON-003066,CUST-00631,EQE Electric,Pacific,768.0,67391.01,1456.4,0,2025-01-27
CON-003067,CUST-00661,GLS Luxury SUV,Pacific,774.0,100837.62,1795.98,0,2024-01-20
CON-003068,CUST-00977,EQE Electric,Midwest,840.0,70474.03,1499.51,0,2025-04-15
CON-003069,CUST-00662,C-Class Sedan,Pacific,786.0,117651.07,997.35,0,2025-03-06
CON-003070,CUST-00432,C-Class Sedan,Southwest,631.0,97537.94,1224.42,0,2025-10-20
CON-003071,CUST-00805,EQE Electric,Pacific,628.0,36317.49,976.52,0,2024-03-08
CON-003072,CUST-00655,S-Class Luxury,Southwest,585.0,109798.78,754.82,0,2024-03-17
CON-003073,CUST-00419,E-Class Sedan,Pacific,803.0,"$43,568.41 USD",823.05,0,2024-04-11
CON-003074,CUST-00988,S-Class Luxury,Pacific,602.0,46944.52,788.61,0,2025-10-13
CON-003075,CUST-00455,EQE Electric,Pacific,724.0,97431.85,1213.46,0,2025-08-07
CON-003076,CUST-00160,E-Class Sedan,Southeast,689.0,108522.33,1678.01,0,2024-07-25
CON-003077,CUST-00523,GLE SUV,Southeast,791.0,80589.72,1686.54,0,2024-07-31
CON-003078,CUST-00650,S-Class Luxury,Pacific,620.0,59569.23,571.19,0,2024-03-19
CON-003079,CUST-00969,S-Class Luxury,Southwest,751.0,64861.82,603.87,0,2024-04-22
CON-003080,CUST-00590,EQE Electric,Midwest,765.0,64145.59,818.65,15,2024-05-12
CON-003081,CUST-00077,GLS Luxury SUV,Northeast,793.0,62767.64,831.58,0,2024-07-15
CON-003082,CUST-00509,EQE Electric,Southeast,631.0,55647.32,623.36,0,2024-01-25
CON-003083,CUST-00441,S-Class Luxury,Pacific,649.0,86753.7,1005.0,0,2025-04-16
CON-003084,CUST-00254,E-Class Sedan,Northeast,775.0,111534.45,1264.04,0,2025-09-04
CON-003085,CUST-00921,GLS Luxury SUV,Southeast,730.0,61102.01,1251.61,0,2025-06-26
CON-003086,CUST-00770,EQE Electric,Midwest,688.0,50869.02,1206.46,0,2024-10-16
CON-003087,CUST-00320,EQE Electric,Southwest,,106279.1,940.27,0,2024-09-12
CON-003088,CUST-00803,S-Class Luxury,Pacific,674.0,98051.58,1418.39,0,2024-07-24
CON-003089,CUST-00263,S-Class Luxury,Midwest,835.0,114121.15,1574.43,0,2025-04-19
CON-003090,CUST-00597,GLE SUV,Southeast,623.0,49069.18,950.16,0,2024-03-08
CON-003091,CUST-00658,EQE Electric,Pacific,646.0,47261.36,611.2,0,2024-08-02
CON-003092,CUST-00835,S-Class Luxury,Northeast,735.0,81021.5,885.23,0,2025-09-25
CON-003093,CUST-00554,C-Class Sedan,Southwest,785.0,87226.86,678.58,0,2025-02-25
CON-003094,CUST-00374,GLS Luxury SUV,Southeast,734.0,75814.74,1107.57,0,2025-07-11
CON-003095,CUST-00637,C-Class Sedan,Southwest,758.0,85912.16,702.72,0,2025-08-03
CON-003096,CUST-00167,GLS Luxury SUV,Pacific,639.0,50332.28,1101.7,0,2025-06-22
CON-003097,CUST-00937,EQE Electric,Midwest,653.0,75767.17,787.3,0,2025-11-13
CON-003098,CUST-00753,GLE SUV,Southwest,628.0,90937.87,1460.35,0,2025-04-06
CON-003099,CUST-00459,S-Class Luxury,Northeast,652.0,71780.05,535.84,0,2025-03-30
CON-003100,CUST-00999,S-Class Luxury,Southeast,775.0,92753.02,1221.17,0,2024-10-27
CON-003101,CUST-00280,S-Class Luxury,Northeast,758.0,73351.26,720.33,0,2024-10-14
CON-003102,CUST-00700,EQE Electric,Southwest,627.0,63355.96,501.29,0,2024-01-02
CON-003103,CUST-00302,GLS Luxury SUV,Midwest,651.0,60806.43,1629.96,0,2024-01-20
CON-003104,CUST-00531,S-Class Luxury,Midwest,692.0,69926.68,1372.99,15,2025-04-21
CON-003105,CUST-00580,C-Class Sedan,Northeast,824.0,36962.62,628.63,0,2025-05-05
CON-003106,CUST-00218,S-Class Luxury,Pacific,738.0,91824.64,1363.29,15,2024-09-13
CON-003107,CUST-00102,EQE Electric,Pacific,847.0,106833.98,1295.14,0,2025-03-28
CON-003108,CUST-00554,GLE SUV,Midwest,609.0,65143.3,1115.36,0,2025-03-13
CON-003109,CUST-00288,C-Class Sedan,Northeast,676.0,38912.82,1045.04,0,2025-02-01
CON-003110,CUST-00167,S-Class Luxury,Northeast,830.0,118875.93,1653.19,0,2024-06-01
CON-003111,CUST-00621,S-Class Luxury,Northeast,586.0,57414.35,818.69,0,2025-10-10
CON-003112,CUST-00036,E-Class Sedan,Southwest,671.0,45762.8,1017.8,15,2024-08-09
CON-003113,CUST-00744,GLS Luxury SUV,Pacific,692.0,66428.96,927.85,0,2025-12-23
CON-003114,CUST-00741,C-Class Sedan,Pacific,838.0,97777.35,1502.56,0,2025-12-01
CON-003115,CUST-00353,E-Class Sedan,Southwest,686.0,59982.91,1691.4,0,2025-03-11
CON-003116,CUST-00676,GLE SUV,Southeast,642.0,83849.77,1604.72,0,2024-05-15
CON-003117,CUST-00899,GLS Luxury SUV,Southwest,778.0,70322.6,1537.02,15,2025-06-11
CON-003118,CUST-00073,C-Class Sedan,Northeast,725.0,45009.94,1782.83,0,2025-09-17
CON-003119,CUST-00648,S-Class Luxury,Southwest,640.0,63074.4,1406.29,0,2024-10-05
CON-003120,CUST-00353,C-Class Sedan,Northeast,699.0,96613.99,1476.37,0,2025-08-07
CON-003121,CUST-00891,S-Class Luxury,Midwest,,87020.33,1777.64,0,2025-04-29
CON-003122,CUST-00070,GLS Luxury SUV,Northeast,605.0,45181.16,509.09,0,2025-06-29
CON-003123,CUST-00425,S-Class Luxury,Pacific,694.0,48882.4,1324.26,0,2024-09-01
CON-003124,CUST-00999,GLE SUV,Southwest,619.0,89462.34,1460.66,0,2024-01-18
CON-003125,CUST-00708,EQE Electric,Northeast,695.0,104140.31,1693.18,0,2025-07-09
CON-003126,CUST-00781,S-Class Luxury,Southeast,715.0,64705.33,1649.0,0,2024-05-22
CON-003127,CUST-00561,GLE SUV,Midwest,600.0,85601.41,1594.55,0,2025-05-15
CON-003128,CUST-00828,EQE Electric,Southeast,610.0,49504.71,1729.53,0,2025-06-10
CON-003129,CUST-00642,GLS Luxury SUV,Southeast,826.0,61466.99,1198.59,0,2024-04-02
CON-003130,CUST-00956,GLS Luxury SUV,Southeast,606.0,36722.97,509.0,0,2025-01-17
CON-003131,CUST-00517,C-Class Sedan,Midwest,652.0,100303.46,514.37,0,2024-10-05
CON-003132,CUST-00428,GLE SUV,Midwest,676.0,69085.83,1208.03,0,2025-12-27
CON-003133,CUST-00539,GLE SUV,Midwest,740.0,104370.67,1065.85,0,2025-03-24
CON-003134,CUST-00160,E-Class Sedan,Midwest,791.0,95211.7,1086.62,0,2025-08-05
CON-003135,CUST-00149,E-Class Sedan,Southeast,,105443.26,1020.53,0,2025-09-12
CON-003136,CUST-00776,EQE Electric,Pacific,722.0,59280.99,1693.04,0,2024-10-14
CON-003137,CUST-00230,EQE Electric,Pacific,613.0,50734.24,966.92,0,2025-04-20
CON-003138,CUST-00712,E-Class Sedan,Midwest,583.0,117611.98,1613.1,0,2025-11-02
CON-003139,CUST-00562,EQE Electric,Southwest,677.0,95972.86,1673.72,0,2024-06-19
CON-003140,CUST-00067,S-Class Luxury,Northeast,796.0,105893.59,1149.35,0,2025-06-08
CON-003141,CUST-00812,E-Class Sedan,Southwest,607.0,36116.34,1081.02,0,2025-01-06
CON-003142,CUST-00381,GLE SUV,Southwest,780.0,65129.24,1489.33,0,2025-01-27
CON-003143,CUST-00058,S-Class Luxury,Southwest,706.0,98139.42,1420.36,0,2024-07-03
CON-003144,CUST-00259,EQE Electric,Pacific,781.0,41628.54,927.1,0,2025-05-24
CON-003145,CUST-00342,GLS Luxury SUV,Northeast,588.0,83223.89,633.31,0,2025-03-07
CON-003146,CUST-00838,C-Class Sedan,Southwest,667.0,71471.19,844.31,0,2024-07-27
CON-003147,CUST-00130,E-Class Sedan,Midwest,598.0,36497.4,670.34,15,2024-11-24
CON-003148,CUST-00727,GLS Luxury SUV,Pacific,660.0,55057.92,883.15,0,2024-12-26
CON-003149,CUST-00172,EQE Electric,Midwest,686.0,59207.32,840.37,0,2025-03-19
CON-003150,CUST-00770,GLE SUV,Midwest,809.0,44508.1,1329.02,0,2025-03-16
CON-003151,CUST-00614,C-Class Sedan,Southwest,691.0,88680.64,1740.84,0,2025-01-03
CON-003152,CUST-00209,GLS Luxury SUV,Midwest,799.0,55603.82,1391.47,0,2024-04-15
CON-003153,CUST-00803,C-Class Sedan,Northeast,702.0,58597.66,1704.64,0,2025-12-24
CON-003154,CUST-00354,E-Class Sedan,Midwest,,111350.28,1519.37,0,2024-11-20
CON-003155,CUST-00471,EQE Electric,Southwest,757.0,74705.46,1446.24,15,2024-08-19
CON-003156,CUST-00798,GLE SUV,Midwest,644.0,68330.89,1038.28,0,2025-12-25
CON-003157,CUST-00116,EQE Electric,Pacific,582.0,96529.04,922.23,0,2025-12-08
CON-003158,CUST-00264,C-Class Sedan,Pacific,786.0,112317.17,1600.16,0,2024-09-05
CON-003159,CUST-00662,GLS Luxury SUV,Pacific,600.0,37128.09,1677.01,0,2024-11-12
CON-003160,CUST-00812,E-Class Sedan,Southeast,594.0,73100.3,1087.45,15,2024-09-20
CON-003161,CUST-00442,E-Class Sedan,Pacific,785.0,86916.42,511.78,0,2025-12-29
CON-003162,CUST-00548,EQE Electric,Pacific,781.0,62077.86,1530.29,0,2025-05-17
CON-003163,CUST-00453,GLS Luxury SUV,Southeast,699.0,100654.66,870.59,0,2024-09-19
CON-003164,CUST-00845,GLS Luxury SUV,Pacific,716.0,117575.55,512.85,0,2025-11-12
CON-003165,CUST-00477,C-Class Sedan,Southwest,604.0,115191.33,1546.49,0,2025-02-19
CON-003166,CUST-00287,EQE Electric,Pacific,813.0,57608.52,1172.64,0,2025-10-29
CON-003167,CUST-00303,EQE Electric,Pacific,700.0,54238.75,1390.77,0,2024-03-10
CON-003168,CUST-00311,S-Class Luxury,Southeast,669.0,116386.7,1689.1,0,2024-08-21
CON-003169,CUST-00208,EQE Electric,Southwest,779.0,73983.42,1203.53,0,2025-03-07
CON-003170,CUST-00618,E-Class Sedan,Midwest,759.0,52705.31,1154.15,0,2024-02-23
CON-003171,CUST-00446,C-Class Sedan,Northeast,655.0,95094.74,877.86,0,2024-06-18
CON-003172,CUST-00670,GLS Luxury SUV,Southwest,716.0,59175.73,896.75,0,2024-02-05
CON-003173,CUST-00633,EQE Electric,Midwest,717.0,57715.99,1535.5,0,2024-09-15
CON-003174,CUST-00055,C-Class Sedan,Southwest,589.0,109736.17,1083.74,0,2024-09-07
CON-003175,CUST-00912,EQE Electric,Midwest,780.0,48810.73,712.58,0,2024-01-13
CON-003176,CUST-00012,GLS Luxury SUV,Midwest,798.0,40473.4,622.89,15,2025-11-01
CON-003177,CUST-00657,GLE SUV,Southwest,,57880.85,1114.8,0,2025-06-24
CON-003178,CUST-00400,GLS Luxury SUV,Southeast,726.0,86590.36,1104.44,0,2024-02-26
CON-003179,CUST-00908,GLS Luxury SUV,Southwest,686.0,45462.47,1349.5,0,2024-06-09
CON-003180,CUST-00648,GLS Luxury SUV,Southwest,617.0,75085.55,1112.39,0,2025-03-12
CON-003181,CUST-00980,EQE Electric,Midwest,713.0,88323.65,686.52,0,2024-08-17
CON-003182,CUST-00515,S-Class Luxury,Northeast,800.0,107142.64,1160.14,0,2024-07-11
CON-003183,CUST-00656,GLS Luxury SUV,Midwest,712.0,54538.92,1678.83,0,2025-09-11
CON-003184,CUST-00542,E-Class Sedan,Pacific,,104474.44,707.27,0,2024-12-22
CON-003185,CUST-00237,E-Class Sedan,Southwest,641.0,54967.03,1396.68,0,2024-12-17
CON-003186,CUST-00279,C-Class Sedan,Southwest,602.0,92525.16,1272.02,0,2024-09-14
CON-003187,CUST-00348,S-Class Luxury,Southeast,623.0,71607.25,1473.16,15,2025-09-13
CON-003188,CUST-00627,C-Class Sedan,Midwest,625.0,44747.91,695.78,0,2025-10-03
CON-003189,CUST-00104,E-Class Sedan,Southeast,726.0,95712.39,1724.09,0,2025-09-26
CON-003190,CUST-00630,E-Class Sedan,Southwest,795.0,"$53,509.82 USD",1307.26,0,2025-09-19
CON-003191,CUST-00517,GLE SUV,Midwest,626.0,50012.99,1601.19,0,2024-10-19
CON-003192,CUST-00980,GLS Luxury SUV,Midwest,603.0,65457.45,820.59,0,2025-01-20
CON-003193,CUST-00872,E-Class Sedan,Pacific,724.0,90529.67,1461.24,0,2024-08-21
CON-003194,CUST-00248,EQE Electric,Pacific,668.0,54889.7,1515.34,0,2024-10-22
CON-003195,CUST-00364,EQE Electric,Northeast,753.0,50611.23,1016.67,0,2025-12-03
CON-003196,CUST-00321,C-Class Sedan,Pacific,643.0,35846.06,999.14,0,2025-06-20
CON-003197,CUST-00633,C-Class Sedan,Midwest,698.0,75089.66,1355.14,15,2025-01-13
CON-003198,CUST-00286,GLS Luxury SUV,Pacific,802.0,71434.87,621.43,15,2025-11-08
CON-003199,CUST-00149,GLS Luxury SUV,Northeast,735.0,54878.76,1456.31,0,2024-07-28
